EMPLID,NAME,FIRM,PROJECT_ID,WORK_DATE,TRC,HOURS,BILL_RATE,TOTAL_COST
C50190,Consultant_191,Consulting_Firm_15,PRJ-1048,05-01-2026,REG,7,275,1925
C50195,Consultant_196,Consulting_Firm_12,PRJ-1083,05-01-2026,REG,4.6,450,2070
C50098,Consultant_99,Consulting_Firm_2,PRJ-1072,05-01-2026,REG,7,275,1925
C50019,Consultant_20,Consulting_Firm_2,PRJ-1049,05-01-2026,REG,5.4,275,1485
C50202,Consultant_203,Consulting_Firm_3,PRJ-1008,05-01-2026,REG,6.9,275,1897.5
C50055,Consultant_56,Consulting_Firm_1,PRJ-1039,05-01-2026,REG,4.9,185,906.5
C50106,Consultant_107,Consulting_Firm_12,PRJ-1105,05-01-2026,REG,4.2,150,630
C50125,Consultant_126,Consulting_Firm_10,PRJ-1034,05-01-2026,OT,10,275,4125
C50156,Consultant_157,Consulting_Firm_12,PRJ-1027,05-01-2026,OT,8.9,450,6007.5
C50086,Consultant_87,Consulting_Firm_5,PRJ-1106,05-01-2026,REG,7.1,350,2485
C50196,Consultant_197,Consulting_Firm_10,PRJ-1054,05-01-2026,REG,7.4,275,2035
C50219,Consultant_220,Consulting_Firm_15,PRJ-1037,05-01-2026,REG,4.6,350,1610
C50061,Consultant_62,Consulting_Firm_1,PRJ-1042,05-01-2026,REG,4.7,450,2115
C50158,Consultant_159,Consulting_Firm_15,PRJ-1013,05-01-2026,REG,5.1,185,943.5
C50125,Consultant_126,Consulting_Firm_10,PRJ-1094,05-01-2026,REG,6.7,275,1842.5
C50043,Consultant_44,Consulting_Firm_12,PRJ-1105,05-01-2026,REG,6.8,185,1258
C50113,Consultant_114,Consulting_Firm_3,PRJ-1056,05-01-2026,REG,5.6,150,840
C50008,Consultant_9,Consulting_Firm_9,PRJ-1107,05-01-2026,REG,4.3,350,1505
C50024,Consultant_25,Consulting_Firm_15,PRJ-1099,05-01-2026,REG,6.2,275,1705
C50183,Consultant_184,Consulting_Firm_13,PRJ-1048,05-01-2026,REG,6.7,275,1842.5
C50181,Consultant_182,Consulting_Firm_9,PRJ-1096,05-01-2026,OT,10,225,3375
C50078,Consultant_79,Consulting_Firm_2,PRJ-1025,05-01-2026,REG,4.9,275,1347.5
C50200,Consultant_201,Consulting_Firm_12,PRJ-1032,05-01-2026,REG,7.8,225,1755
C50151,Consultant_152,Consulting_Firm_6,PRJ-1000,05-01-2026,REG,5.1,225,1147.5
C50156,Consultant_157,Consulting_Firm_12,PRJ-1079,05-01-2026,REG,4.6,450,2070
C50003,Consultant_4,Consulting_Firm_13,PRJ-1082,05-01-2026,REG,4,185,740
C50170,Consultant_171,Consulting_Firm_12,PRJ-1001,05-01-2026,REG,6.1,150,915
C50086,Consultant_87,Consulting_Firm_5,PRJ-1036,05-01-2026,REG,4.2,350,1470
C50209,Consultant_210,Consulting_Firm_7,PRJ-1092,05-01-2026,REG,7.3,450,3285
C50174,Consultant_175,Consulting_Firm_13,PRJ-1087,05-01-2026,REG,7.4,185,1369
C50090,Consultant_91,Consulting_Firm_5,PRJ-1025,05-01-2026,REG,4,185,740
C50131,Consultant_132,Consulting_Firm_9,PRJ-1039,05-01-2026,OT,11.9,185,3302.25
C50151,Consultant_152,Consulting_Firm_6,PRJ-1035,05-01-2026,REG,5.8,225,1305
C50042,Consultant_43,Consulting_Firm_3,PRJ-1073,05-01-2026,REG,5.4,150,810
C50064,Consultant_65,Consulting_Firm_5,PRJ-1064,05-01-2026,REG,5.8,150,870
C50176,Consultant_177,Consulting_Firm_3,PRJ-1084,05-01-2026,OT,9.3,150,2092.5
C50213,Consultant_214,Consulting_Firm_10,PRJ-1068,05-01-2026,REG,4.7,150,705
C50151,Consultant_152,Consulting_Firm_6,PRJ-1065,05-01-2026,OT,8.8,225,2970
C50105,Consultant_106,Consulting_Firm_1,PRJ-1104,05-01-2026,REG,7.1,150,1065
C50050,Consultant_51,Consulting_Firm_1,PRJ-1078,05-01-2026,REG,4.9,275,1347.5
C50057,Consultant_58,Consulting_Firm_11,PRJ-1111,05-01-2026,REG,4,185,740
C50003,Consultant_4,Consulting_Firm_13,PRJ-1002,05-01-2026,OT,10.1,185,2802.75
C50158,Consultant_159,Consulting_Firm_15,PRJ-1009,05-01-2026,OT,11.4,185,3163.5
C50015,Consultant_16,Consulting_Firm_14,PRJ-1079,05-01-2026,REG,4.4,450,1980
C50217,Consultant_218,Consulting_Firm_2,PRJ-1098,05-01-2026,OT,11.5,275,4743.75
C50248,Consultant_249,Consulting_Firm_15,PRJ-1061,05-01-2026,REG,5.8,225,1305
C50039,Consultant_40,Consulting_Firm_10,PRJ-1106,05-01-2026,REG,7.3,450,3285
C50194,Consultant_195,Consulting_Firm_3,PRJ-1058,05-01-2026,REG,5.1,275,1402.5
C50097,Consultant_98,Consulting_Firm_13,PRJ-1107,05-01-2026,OT,10.2,275,4207.5
C50039,Consultant_40,Consulting_Firm_10,PRJ-1080,05-01-2026,REG,6.1,450,2745
C50013,Consultant_14,Consulting_Firm_12,PRJ-1025,05-01-2026,REG,4.9,350,1715
C50077,Consultant_78,Consulting_Firm_15,PRJ-1058,05-01-2026,REG,7.2,275,1980
C50016,Consultant_17,Consulting_Firm_8,PRJ-1110,05-01-2026,REG,5.1,350,1785
C50203,Consultant_204,Consulting_Firm_7,PRJ-1045,05-01-2026,REG,7.2,275,1980
C50009,Consultant_10,Consulting_Firm_10,PRJ-1061,05-01-2026,REG,4.1,350,1435
C50145,Consultant_146,Consulting_Firm_4,PRJ-1086,05-01-2026,REG,7.2,225,1620
C50215,Consultant_216,Consulting_Firm_1,PRJ-1043,05-01-2026,REG,5.2,185,962
C50246,Consultant_247,Consulting_Firm_5,PRJ-1032,05-01-2026,OT,9.2,450,6210
C50090,Consultant_91,Consulting_Firm_5,PRJ-1046,05-01-2026,REG,7.4,185,1369
C50171,Consultant_172,Consulting_Firm_13,PRJ-1082,05-01-2026,REG,7.4,225,1665
C50062,Consultant_63,Consulting_Firm_4,PRJ-1064,05-01-2026,REG,5.7,275,1567.5
C50078,Consultant_79,Consulting_Firm_2,PRJ-1014,05-01-2026,REG,4.8,275,1320
C50011,Consultant_12,Consulting_Firm_9,PRJ-1104,05-01-2026,OT,10.5,185,2913.75
C50159,Consultant_160,Consulting_Firm_12,PRJ-1034,05-01-2026,REG,6.8,225,1530
C50050,Consultant_51,Consulting_Firm_1,PRJ-1028,05-01-2026,REG,7.8,275,2145
C50193,Consultant_194,Consulting_Firm_3,PRJ-1025,05-01-2026,REG,6.7,350,2345
C50240,Consultant_241,Consulting_Firm_12,PRJ-1003,05-01-2026,REG,7.7,275,2117.5
C50143,Consultant_144,Consulting_Firm_8,PRJ-1044,05-01-2026,OT,11.5,275,4743.75
C50183,Consultant_184,Consulting_Firm_13,PRJ-1104,05-01-2026,OT,10.6,275,4372.5
C50166,Consultant_167,Consulting_Firm_12,PRJ-1043,05-01-2026,REG,6.5,450,2925
C50085,Consultant_86,Consulting_Firm_12,PRJ-1066,05-01-2026,REG,6.1,150,915
C50124,Consultant_125,Consulting_Firm_6,PRJ-1039,05-01-2026,REG,7.7,450,3465
C50123,Consultant_124,Consulting_Firm_8,PRJ-1028,05-01-2026,OT,10.4,275,4290
C50220,Consultant_221,Consulting_Firm_10,PRJ-1015,05-01-2026,REG,6.5,150,975
C50095,Consultant_96,Consulting_Firm_8,PRJ-1039,05-01-2026,REG,4.7,225,1057.5
C50009,Consultant_10,Consulting_Firm_10,PRJ-1027,05-01-2026,OT,11.8,350,6195
C50050,Consultant_51,Consulting_Firm_1,PRJ-1087,05-01-2026,OT,10.8,275,4455
C50189,Consultant_190,Consulting_Firm_4,PRJ-1043,05-01-2026,REG,6.9,450,3105
C50201,Consultant_202,Consulting_Firm_14,PRJ-1027,05-01-2026,REG,6.6,350,2310
C50217,Consultant_218,Consulting_Firm_2,PRJ-1075,05-01-2026,REG,7.4,275,2035
C50148,Consultant_149,Consulting_Firm_12,PRJ-1026,05-01-2026,OT,9.4,225,3172.5
C50224,Consultant_225,Consulting_Firm_6,PRJ-1034,05-01-2026,REG,4.1,185,758.5
C50113,Consultant_114,Consulting_Firm_3,PRJ-1028,05-01-2026,REG,4.5,150,675
C50071,Consultant_72,Consulting_Firm_15,PRJ-1032,05-01-2026,REG,4.4,225,990
C50170,Consultant_171,Consulting_Firm_12,PRJ-1114,05-01-2026,OT,11.8,150,2655
C50131,Consultant_132,Consulting_Firm_9,PRJ-1113,05-01-2026,REG,4.2,185,777
C50024,Consultant_25,Consulting_Firm_15,PRJ-1106,05-01-2026,REG,6,275,1650
C50078,Consultant_79,Consulting_Firm_2,PRJ-1042,05-01-2026,REG,6.5,275,1787.5
C50002,Consultant_3,Consulting_Firm_9,PRJ-1057,05-01-2026,REG,7.3,275,2007.5
C50059,Consultant_60,Consulting_Firm_15,PRJ-1076,05-01-2026,REG,7.8,275,2145
C50058,Consultant_59,Consulting_Firm_2,PRJ-1031,05-01-2026,OT,10.5,150,2362.5
C50025,Consultant_26,Consulting_Firm_7,PRJ-1093,05-01-2026,REG,5.4,185,999
C50153,Consultant_154,Consulting_Firm_13,PRJ-1080,05-01-2026,REG,5.9,225,1327.5
C50041,Consultant_42,Consulting_Firm_15,PRJ-1114,05-01-2026,OT,11.3,150,2542.5
C50182,Consultant_183,Consulting_Firm_1,PRJ-1014,05-01-2026,REG,5.4,275,1485
C50106,Consultant_107,Consulting_Firm_12,PRJ-1040,05-01-2026,REG,7.4,150,1110
C50216,Consultant_217,Consulting_Firm_2,PRJ-1043,05-01-2026,REG,5.8,185,1073
C50046,Consultant_47,Consulting_Firm_9,PRJ-1114,05-01-2026,REG,5.4,150,810
C50040,Consultant_41,Consulting_Firm_1,PRJ-1072,05-01-2026,OT,10.5,185,2913.75
C50182,Consultant_183,Consulting_Firm_1,PRJ-1025,05-01-2026,REG,6.2,275,1705
C50082,Consultant_83,Consulting_Firm_14,PRJ-1025,05-01-2026,OT,10.4,225,3510
C50031,Consultant_32,Consulting_Firm_3,PRJ-1028,05-01-2026,REG,6.1,350,2135
C50164,Consultant_165,Consulting_Firm_15,PRJ-1029,05-01-2026,REG,5.2,150,780
C50089,Consultant_90,Consulting_Firm_4,PRJ-1036,05-01-2026,REG,7,275,1925
C50240,Consultant_241,Consulting_Firm_12,PRJ-1001,05-01-2026,REG,4.6,275,1265
C50163,Consultant_164,Consulting_Firm_1,PRJ-1035,05-01-2026,REG,4.2,225,945
C50247,Consultant_248,Consulting_Firm_6,PRJ-1080,05-01-2026,OT,8.9,350,4672.5
C50133,Consultant_134,Consulting_Firm_5,PRJ-1000,05-01-2026,REG,6,150,900
C50056,Consultant_57,Consulting_Firm_1,PRJ-1045,05-01-2026,OT,8.9,150,2002.5
C50045,Consultant_46,Consulting_Firm_9,PRJ-1008,05-01-2026,OT,10.9,450,7357.5
C50150,Consultant_151,Consulting_Firm_3,PRJ-1111,05-01-2026,REG,5.4,225,1215
C50147,Consultant_148,Consulting_Firm_13,PRJ-1099,05-01-2026,REG,4.3,275,1182.5
C50131,Consultant_132,Consulting_Firm_9,PRJ-1064,05-01-2026,REG,5.7,185,1054.5
C50033,Consultant_34,Consulting_Firm_3,PRJ-1082,05-01-2026,REG,6.2,275,1705
C50086,Consultant_87,Consulting_Firm_5,PRJ-1065,05-01-2026,REG,6.8,350,2380
C50058,Consultant_59,Consulting_Firm_2,PRJ-1032,05-01-2026,REG,7.4,150,1110
C50074,Consultant_75,Consulting_Firm_3,PRJ-1014,05-01-2026,REG,4.6,450,2070
C50226,Consultant_227,Consulting_Firm_12,PRJ-1009,05-01-2026,REG,7.8,150,1170
C50071,Consultant_72,Consulting_Firm_15,PRJ-1040,05-01-2026,REG,7.5,225,1687.5
C50210,Consultant_211,Consulting_Firm_2,PRJ-1005,05-01-2026,REG,7.1,275,1952.5
C50068,Consultant_69,Consulting_Firm_5,PRJ-1009,05-01-2026,OT,11,350,5775
C50082,Consultant_83,Consulting_Firm_14,PRJ-1089,05-01-2026,OT,10.2,225,3442.5
C50115,Consultant_116,Consulting_Firm_2,PRJ-1072,05-01-2026,REG,5.5,150,825
C50105,Consultant_106,Consulting_Firm_1,PRJ-1065,05-01-2026,REG,7.4,150,1110
C50008,Consultant_9,Consulting_Firm_9,PRJ-1096,05-01-2026,OT,10.8,350,5670
C50172,Consultant_173,Consulting_Firm_5,PRJ-1094,05-01-2026,OT,8.6,275,3547.5
C50206,Consultant_207,Consulting_Firm_1,PRJ-1001,05-01-2026,OT,10.1,150,2272.5
C50220,Consultant_221,Consulting_Firm_10,PRJ-1026,05-01-2026,REG,5.5,150,825
C50190,Consultant_191,Consulting_Firm_15,PRJ-1096,05-01-2026,REG,7.8,275,2145
C50233,Consultant_234,Consulting_Firm_11,PRJ-1026,05-01-2026,REG,7.7,350,2695
C50043,Consultant_44,Consulting_Firm_12,PRJ-1008,05-01-2026,OT,9.9,185,2747.25
C50164,Consultant_165,Consulting_Firm_15,PRJ-1009,05-01-2026,REG,6.9,150,1035
C50229,Consultant_230,Consulting_Firm_1,PRJ-1107,05-01-2026,REG,5,185,925
C50179,Consultant_180,Consulting_Firm_9,PRJ-1054,05-01-2026,REG,7.9,350,2765
C50036,Consultant_37,Consulting_Firm_2,PRJ-1111,05-01-2026,REG,5.3,450,2385
C50231,Consultant_232,Consulting_Firm_8,PRJ-1016,05-01-2026,REG,5.1,350,1785
C50203,Consultant_204,Consulting_Firm_7,PRJ-1034,05-01-2026,REG,5,275,1375
C50058,Consultant_59,Consulting_Firm_2,PRJ-1012,05-01-2026,REG,5.2,150,780
C50099,Consultant_100,Consulting_Firm_11,PRJ-1026,05-01-2026,REG,5.5,450,2475
C50105,Consultant_106,Consulting_Firm_1,PRJ-1031,05-01-2026,OT,9.4,150,2115
C50186,Consultant_187,Consulting_Firm_8,PRJ-1090,05-01-2026,REG,5.9,150,885
C50035,Consultant_36,Consulting_Firm_9,PRJ-1094,05-01-2026,REG,7.1,150,1065
C50037,Consultant_38,Consulting_Firm_8,PRJ-1014,05-01-2026,OT,11.8,275,4867.5
C50002,Consultant_3,Consulting_Firm_9,PRJ-1027,05-01-2026,REG,4.6,275,1265
C50034,Consultant_35,Consulting_Firm_7,PRJ-1094,05-01-2026,OT,10.4,350,5460
C50030,Consultant_31,Consulting_Firm_15,PRJ-1083,05-01-2026,REG,7.3,450,3285
C50051,Consultant_52,Consulting_Firm_2,PRJ-1042,05-01-2026,REG,6.8,150,1020
C50226,Consultant_227,Consulting_Firm_12,PRJ-1025,05-01-2026,OT,10.1,150,2272.5
C50141,Consultant_142,Consulting_Firm_4,PRJ-1048,05-01-2026,REG,5.4,350,1890
C50155,Consultant_156,Consulting_Firm_4,PRJ-1063,05-01-2026,REG,7,450,3150
C50217,Consultant_218,Consulting_Firm_2,PRJ-1081,05-01-2026,OT,11.9,275,4908.75
C50049,Consultant_50,Consulting_Firm_4,PRJ-1055,05-01-2026,REG,7.3,450,3285
C50079,Consultant_80,Consulting_Firm_6,PRJ-1009,05-01-2026,REG,6.9,275,1897.5
C50125,Consultant_126,Consulting_Firm_10,PRJ-1045,05-01-2026,REG,4.6,275,1265
C50244,Consultant_245,Consulting_Firm_14,PRJ-1043,05-01-2026,REG,6.2,185,1147
C50110,Consultant_111,Consulting_Firm_8,PRJ-1104,05-01-2026,OT,11.4,185,3163.5
C50089,Consultant_90,Consulting_Firm_4,PRJ-1054,05-01-2026,REG,6,275,1650
C50100,Consultant_101,Consulting_Firm_7,PRJ-1107,05-01-2026,REG,5.1,275,1402.5
C50213,Consultant_214,Consulting_Firm_10,PRJ-1045,05-01-2026,REG,6.9,150,1035
C50047,Consultant_48,Consulting_Firm_12,PRJ-1061,05-01-2026,REG,6.3,225,1417.5
C50000,Consultant_1,Consulting_Firm_8,PRJ-1079,05-01-2026,OT,10.9,185,3024.75
C50072,Consultant_73,Consulting_Firm_3,PRJ-1006,05-01-2026,REG,4.7,225,1057.5
C50003,Consultant_4,Consulting_Firm_13,PRJ-1049,05-01-2026,REG,5.3,185,980.5
C50022,Consultant_23,Consulting_Firm_12,PRJ-1024,05-01-2026,OT,10,450,6750
C50139,Consultant_140,Consulting_Firm_2,PRJ-1049,05-01-2026,REG,5.2,350,1820
C50230,Consultant_231,Consulting_Firm_4,PRJ-1014,05-01-2026,REG,6.9,225,1552.5
C50030,Consultant_31,Consulting_Firm_15,PRJ-1096,05-01-2026,REG,7.9,450,3555
C50162,Consultant_163,Consulting_Firm_5,PRJ-1093,05-01-2026,REG,6.1,350,2135
C50162,Consultant_163,Consulting_Firm_5,PRJ-1008,05-01-2026,REG,5,350,1750
C50028,Consultant_29,Consulting_Firm_14,PRJ-1090,05-01-2026,REG,5,350,1750
C50039,Consultant_40,Consulting_Firm_10,PRJ-1056,05-01-2026,OT,11.8,450,7965
C50074,Consultant_75,Consulting_Firm_3,PRJ-1016,05-01-2026,OT,11.9,450,8032.5
C50020,Consultant_21,Consulting_Firm_11,PRJ-1016,05-01-2026,OT,12,450,8100
C50107,Consultant_108,Consulting_Firm_6,PRJ-1055,05-01-2026,REG,4.1,225,922.5
C50191,Consultant_192,Consulting_Firm_3,PRJ-1040,05-01-2026,REG,7.3,275,2007.5
C50136,Consultant_137,Consulting_Firm_3,PRJ-1094,05-01-2026,REG,5.4,450,2430
C50011,Consultant_12,Consulting_Firm_9,PRJ-1079,05-01-2026,REG,4.7,185,869.5
C50216,Consultant_217,Consulting_Firm_2,PRJ-1074,05-01-2026,REG,4.6,185,851
C50166,Consultant_167,Consulting_Firm_12,PRJ-1105,05-01-2026,REG,5.4,450,2430
C50111,Consultant_112,Consulting_Firm_4,PRJ-1049,05-01-2026,REG,7.7,450,3465
C50038,Consultant_39,Consulting_Firm_13,PRJ-1069,05-01-2026,REG,5.4,350,1890
C50137,Consultant_138,Consulting_Firm_3,PRJ-1029,05-01-2026,OT,10.4,225,3510
C50049,Consultant_50,Consulting_Firm_4,PRJ-1072,05-01-2026,OT,10.5,450,7087.5
C50225,Consultant_226,Consulting_Firm_1,PRJ-1065,05-01-2026,REG,5.6,225,1260
C50173,Consultant_174,Consulting_Firm_4,PRJ-1076,05-01-2026,REG,4.2,275,1155
C50043,Consultant_44,Consulting_Firm_12,PRJ-1022,05-01-2026,REG,6.8,185,1258
C50091,Consultant_92,Consulting_Firm_15,PRJ-1064,05-01-2026,REG,6.5,350,2275
C50248,Consultant_249,Consulting_Firm_15,PRJ-1075,05-01-2026,REG,5.7,225,1282.5
C50117,Consultant_118,Consulting_Firm_14,PRJ-1066,05-01-2026,REG,4.7,185,869.5
C50122,Consultant_123,Consulting_Firm_14,PRJ-1094,05-01-2026,REG,6,150,900
C50126,Consultant_127,Consulting_Firm_5,PRJ-1011,05-01-2026,REG,5,150,750
C50201,Consultant_202,Consulting_Firm_14,PRJ-1027,05-01-2026,OT,10.8,350,5670
C50207,Consultant_208,Consulting_Firm_5,PRJ-1087,05-01-2026,OT,8.9,150,2002.5
C50084,Consultant_85,Consulting_Firm_9,PRJ-1104,05-01-2026,REG,7.5,185,1387.5
C50045,Consultant_46,Consulting_Firm_9,PRJ-1041,05-01-2026,REG,7.9,450,3555
C50055,Consultant_56,Consulting_Firm_1,PRJ-1048,05-01-2026,OT,9.6,185,2664
C50243,Consultant_244,Consulting_Firm_13,PRJ-1079,05-01-2026,REG,7.7,225,1732.5
C50154,Consultant_155,Consulting_Firm_13,PRJ-1043,05-01-2026,REG,7.9,275,2172.5
C50086,Consultant_87,Consulting_Firm_5,PRJ-1045,05-01-2026,REG,4.7,350,1645
C50204,Consultant_205,Consulting_Firm_2,PRJ-1093,05-01-2026,OT,11.1,185,3080.25
C50224,Consultant_225,Consulting_Firm_6,PRJ-1113,05-01-2026,REG,4,185,740
C50205,Consultant_206,Consulting_Firm_14,PRJ-1105,05-01-2026,REG,4.1,150,615
C50076,Consultant_77,Consulting_Firm_7,PRJ-1072,05-01-2026,REG,5.9,225,1327.5
C50072,Consultant_73,Consulting_Firm_3,PRJ-1067,05-01-2026,REG,7.1,225,1597.5
C50025,Consultant_26,Consulting_Firm_7,PRJ-1033,05-01-2026,REG,7.4,185,1369
C50012,Consultant_13,Consulting_Firm_5,PRJ-1068,05-01-2026,REG,6.1,225,1372.5
C50164,Consultant_165,Consulting_Firm_15,PRJ-1029,05-01-2026,REG,6.1,150,915
C50100,Consultant_101,Consulting_Firm_7,PRJ-1014,05-01-2026,REG,4.1,275,1127.5
C50247,Consultant_248,Consulting_Firm_6,PRJ-1045,05-01-2026,REG,5.3,350,1855
C50085,Consultant_86,Consulting_Firm_12,PRJ-1078,05-01-2026,REG,6.4,150,960
C50113,Consultant_114,Consulting_Firm_3,PRJ-1043,05-01-2026,REG,7.8,150,1170
C50027,Consultant_28,Consulting_Firm_12,PRJ-1037,05-01-2026,REG,5.7,150,855
C50229,Consultant_230,Consulting_Firm_1,PRJ-1058,05-01-2026,OT,9.8,185,2719.5
C50040,Consultant_41,Consulting_Firm_1,PRJ-1054,05-01-2026,REG,5,185,925
C50079,Consultant_80,Consulting_Firm_6,PRJ-1083,05-01-2026,OT,9.3,275,3836.25
C50170,Consultant_171,Consulting_Firm_12,PRJ-1001,05-01-2026,OT,9,150,2025
C50041,Consultant_42,Consulting_Firm_15,PRJ-1046,05-01-2026,REG,7.5,150,1125
C50015,Consultant_16,Consulting_Firm_14,PRJ-1064,05-01-2026,OT,9.1,450,6142.5
C50229,Consultant_230,Consulting_Firm_1,PRJ-1094,05-01-2026,REG,4,185,740
C50151,Consultant_152,Consulting_Firm_6,PRJ-1083,05-01-2026,REG,7.2,225,1620
C50022,Consultant_23,Consulting_Firm_12,PRJ-1004,05-01-2026,REG,5.2,450,2340
C50039,Consultant_40,Consulting_Firm_10,PRJ-1086,05-01-2026,OT,10.8,450,7290
C50033,Consultant_34,Consulting_Firm_3,PRJ-1055,05-01-2026,OT,10.6,275,4372.5
C50044,Consultant_45,Consulting_Firm_1,PRJ-1049,05-01-2026,REG,7.5,150,1125
C50046,Consultant_47,Consulting_Firm_9,PRJ-1080,05-01-2026,REG,5.5,150,825
C50108,Consultant_109,Consulting_Firm_13,PRJ-1114,05-01-2026,REG,4.4,450,1980
C50122,Consultant_123,Consulting_Firm_14,PRJ-1079,05-01-2026,REG,6.7,150,1005
C50000,Consultant_1,Consulting_Firm_8,PRJ-1080,05-01-2026,OT,10.6,185,2941.5
C50219,Consultant_220,Consulting_Firm_15,PRJ-1028,05-01-2026,REG,6.6,350,2310
C50235,Consultant_236,Consulting_Firm_5,PRJ-1104,05-01-2026,REG,7.4,225,1665
C50222,Consultant_223,Consulting_Firm_6,PRJ-1080,05-01-2026,REG,5.8,185,1073
C50071,Consultant_72,Consulting_Firm_15,PRJ-1007,05-01-2026,REG,5.5,225,1237.5
C50061,Consultant_62,Consulting_Firm_1,PRJ-1084,05-01-2026,REG,4.7,450,2115
C50219,Consultant_220,Consulting_Firm_15,PRJ-1111,05-01-2026,REG,4.6,350,1610
C50135,Consultant_136,Consulting_Firm_3,PRJ-1041,05-01-2026,REG,4.1,275,1127.5
C50199,Consultant_200,Consulting_Firm_5,PRJ-1096,05-01-2026,OT,8.6,225,2902.5
C50005,Consultant_6,Consulting_Firm_8,PRJ-1039,05-01-2026,REG,5.6,185,1036
C50031,Consultant_32,Consulting_Firm_3,PRJ-1089,05-01-2026,REG,4.4,350,1540
C50133,Consultant_134,Consulting_Firm_5,PRJ-1008,05-01-2026,REG,4.3,150,645
C50151,Consultant_152,Consulting_Firm_6,PRJ-1082,05-01-2026,REG,7.7,225,1732.5
C50088,Consultant_89,Consulting_Firm_7,PRJ-1054,05-01-2026,REG,5.9,225,1327.5
C50041,Consultant_42,Consulting_Firm_15,PRJ-1112,05-01-2026,OT,10.2,150,2295
C50217,Consultant_218,Consulting_Firm_2,PRJ-1043,05-01-2026,REG,4.5,275,1237.5
C50053,Consultant_54,Consulting_Firm_3,PRJ-1037,05-01-2026,OT,9,350,4725
C50215,Consultant_216,Consulting_Firm_1,PRJ-1016,05-01-2026,REG,4.7,185,869.5
C50071,Consultant_72,Consulting_Firm_15,PRJ-1049,05-01-2026,REG,7,225,1575
C50247,Consultant_248,Consulting_Firm_6,PRJ-1113,05-01-2026,OT,8.5,350,4462.5
C50085,Consultant_86,Consulting_Firm_12,PRJ-1087,05-01-2026,REG,4.4,150,660
C50037,Consultant_38,Consulting_Firm_8,PRJ-1018,05-01-2026,REG,5.9,275,1622.5
C50039,Consultant_40,Consulting_Firm_10,PRJ-1003,05-01-2026,OT,10.5,450,7087.5
C50078,Consultant_79,Consulting_Firm_2,PRJ-1090,05-01-2026,REG,6.5,275,1787.5
C50058,Consultant_59,Consulting_Firm_2,PRJ-1059,05-01-2026,REG,7.9,150,1185
C50205,Consultant_206,Consulting_Firm_14,PRJ-1008,05-01-2026,REG,8,150,1200
C50129,Consultant_130,Consulting_Firm_1,PRJ-1087,05-01-2026,REG,4.5,350,1575
C50162,Consultant_163,Consulting_Firm_5,PRJ-1066,05-01-2026,REG,5.2,350,1820
C50155,Consultant_156,Consulting_Firm_4,PRJ-1075,05-01-2026,OT,10.5,450,7087.5
C50045,Consultant_46,Consulting_Firm_9,PRJ-1024,05-01-2026,REG,4.6,450,2070
C50164,Consultant_165,Consulting_Firm_15,PRJ-1114,05-01-2026,REG,5.5,150,825
C50184,Consultant_185,Consulting_Firm_10,PRJ-1040,05-01-2026,REG,5.3,350,1855
C50157,Consultant_158,Consulting_Firm_4,PRJ-1113,05-01-2026,REG,6.4,350,2240
C50046,Consultant_47,Consulting_Firm_9,PRJ-1054,05-01-2026,REG,5.8,150,870
C50070,Consultant_71,Consulting_Firm_13,PRJ-1114,05-01-2026,REG,4,185,740
C50078,Consultant_79,Consulting_Firm_2,PRJ-1087,05-01-2026,OT,11.3,275,4661.25
C50050,Consultant_51,Consulting_Firm_1,PRJ-1058,05-01-2026,REG,4.9,275,1347.5
C50164,Consultant_165,Consulting_Firm_15,PRJ-1079,05-01-2026,OT,9.2,150,2070
C50140,Consultant_141,Consulting_Firm_10,PRJ-1082,05-01-2026,REG,6.1,150,915
C50193,Consultant_194,Consulting_Firm_3,PRJ-1064,05-01-2026,REG,6.2,350,2170
C50237,Consultant_238,Consulting_Firm_3,PRJ-1009,05-01-2026,REG,5,185,925
C50181,Consultant_182,Consulting_Firm_9,PRJ-1016,05-01-2026,REG,5.3,225,1192.5
C50190,Consultant_191,Consulting_Firm_15,PRJ-1089,05-01-2026,REG,4.6,275,1265
C50105,Consultant_106,Consulting_Firm_1,PRJ-1054,05-01-2026,OT,9.2,150,2070
C50030,Consultant_31,Consulting_Firm_15,PRJ-1086,05-01-2026,OT,9.2,450,6210
C50227,Consultant_228,Consulting_Firm_7,PRJ-1114,05-01-2026,REG,7.5,185,1387.5
C50072,Consultant_73,Consulting_Firm_3,PRJ-1037,05-01-2026,REG,5.8,225,1305
C50052,Consultant_53,Consulting_Firm_7,PRJ-1016,05-01-2026,REG,5.3,225,1192.5
C50047,Consultant_48,Consulting_Firm_12,PRJ-1012,05-01-2026,REG,7.5,225,1687.5
C50131,Consultant_132,Consulting_Firm_9,PRJ-1043,05-01-2026,REG,4.6,185,851
C50020,Consultant_21,Consulting_Firm_11,PRJ-1031,05-01-2026,REG,4.8,450,2160
C50130,Consultant_131,Consulting_Firm_14,PRJ-1028,05-01-2026,REG,7.4,450,3330
C50244,Consultant_245,Consulting_Firm_14,PRJ-1076,05-01-2026,REG,6.1,185,1128.5
C50009,Consultant_10,Consulting_Firm_10,PRJ-1102,05-01-2026,REG,5.8,350,2030
C50068,Consultant_69,Consulting_Firm_5,PRJ-1106,05-01-2026,REG,6.1,350,2135
C50083,Consultant_84,Consulting_Firm_9,PRJ-1099,05-01-2026,REG,7.4,275,2035
